Ship Mode,Ship Date,Order Date,Customer ID,Product ID
Standard Class,2019-06-11,2019-06-06,ME-17320,TEC-AC-10002134
Standard Class,2019-07-02,2019-06-26,VP-21760,TEC-AC-10000397
Standard Class,2019-07-02,2019-06-26,VP-21760,TEC-AC-10002020
Standard Class,2019-06-25,2019-06-20,BS-11365,TEC-AC-10004877
Standard Class,2019-06-26,2019-06-20,EA-14035,TEC-AC-10001109
Standard Class,2019-06-25,2019-06-20,LH-16900,TEC-AC-10002167
Standard Class,2019-09-06,2019-09-02,JE-15715,TEC-AC-10002049
Standard Class,2019-09-02,2019-08-29,RB-19465,TEC-AC-10001767
Standard Class,2019-09-07,2019-09-01,PG-18820,TEC-AC-10003399
Standard Class,2019-09-07,2019-09-01,PG-18820,TEC-AC-10001432
Standard Class,2019-09-12,2019-09-08,JM-15580,TEC-AC-10004209
Standard Class,2019-09-10,2019-09-05,ML-17395,TEC-AC-10002345
Standard Class,2019-09-08,2019-09-04,MB-18085,TEC-AC-10000109
Standard Class,2019-08-11,2019-08-07,DW-13585,TEC-AC-10003610
Standard Class,2019-08-18,2019-08-14,SP-20650,TEC-AC-10000420
Standard Class,2019-08-29,2019-08-23,MA-17560,TEC-AC-10003433
Standard Class,2019-09-02,2019-08-26,VG-21805,TEC-AC-10001109
Standard Class,2019-08-31,2019-08-26,DR-12880,TEC-AC-10002800
Standard Class,2019-09-02,2019-08-26,AA-10480,TEC-AC-10003911
Standard Class,2019-08-30,2019-08-26,SS-20515,TEC-AC-10002006
Standard Class,2019-08-30,2019-08-23,MH-18115,TEC-AC-10002842
Standard Class,2019-08-28,2019-08-21,SC-20230,TEC-AC-10000844
Standard Class,2019-03-08,2019-03-04,EM-13810,TEC-AC-10002567
Standard Class,2019-03-08,2019-03-03,AA-10315,TEC-AC-10002857
Standard Class,2019-03-19,2019-03-15,PL-18925,TEC-AC-10004855
Standard Class,2019-03-14,2019-03-10,BD-11770,TEC-AC-10002800
Standard Class,2019-03-13,2019-03-09,RB-19465,TEC-AC-10004469
Standard Class,2019-03-12,2019-03-08,SJ-20125,TEC-AC-10004633
Standard Class,2019-01-27,2019-01-23,CB-12535,TEC-AC-10002926
Standard Class,2019-01-27,2019-01-22,BT-11530,TEC-AC-10000171
Standard Class,2019-01-21,2019-01-17,DL-13495,TEC-AC-10001142
Standard Class,2019-01-21,2019-01-17,CC-12430,TEC-AC-10002049
Standard Class,2019-01-21,2019-01-17,CC-12430,TEC-AC-10003628
Standard Class,2019-01-08,2019-01-03,CA-12310,TEC-AC-10002942
Standard Class,2019-01-08,2019-01-03,CA-12310,TEC-AC-10002217
Standard Class,2019-01-15,2019-01-09,LA-16780,TEC-AC-10000420
Standard Class,2019-01-19,2019-01-15,Dp-13240,TEC-AC-10000844
Standard Class,2019-01-17,2019-01-10,KB-16585,TEC-AC-10002335
Standard Class,2019-02-20,2019-02-16,JF-15565,TEC-AC-10003628
Standard Class,2019-02-26,2019-02-22,TZ-21580,TEC-AC-10003399
Standard Class,2019-02-13,2019-02-09,JR-16210,TEC-AC-10004761
Standard Class,2019-02-13,2019-02-09,JR-16210,TEC-AC-10003628
Standard Class,2019-05-14,2019-05-09,SS-20590,TEC-AC-10000991
Standard Class,2019-05-11,2019-05-07,CJ-12010,TEC-AC-10001767
Standard Class,2019-05-16,2019-05-12,VM-21835,TEC-AC-10004518
Standard Class,2019-05-27,2019-05-22,AF-10870,TEC-AC-10002399
Standard Class,2019-06-03,2019-05-28,CL-12565,TEC-AC-10002217
Standard Class,2019-06-03,2019-05-30,AH-10690,TEC-AC-10003033
Standard Class,2019-06-03,2019-05-30,EB-13750,TEC-AC-10000109
Standard Class,2019-05-10,2019-05-06,AF-10870,TEC-AC-10004510
Standard Class,2019-04-21,2019-04-15,RB-19795,TEC-AC-10004659
Standard Class,2019-04-21,2019-04-15,RB-19795,TEC-AC-10004659
Standard Class,2019-04-22,2019-04-16,PK-19075,TEC-AC-10004209
Standard Class,2019-04-12,2019-04-08,ZC-21910,TEC-AC-10001990
Standard Class,2019-04-27,2019-04-23,GK-14620,TEC-AC-10001908
Standard Class,2019-09-17,2019-09-11,KC-16540,TEC-AC-10003832
Standard Class,2019-12-21,2019-12-17,AH-10075,TEC-AC-10002942
Standard Class,2019-12-23,2019-12-16,TN-21040,TEC-AC-10001445
Standard Class,2019-12-24,2019-12-18,JE-15475,TEC-AC-10001465
Standard Class,2019-12-24,2019-12-18,JE-15475,TEC-AC-10003832
Standard Class,2019-12-17,2019-12-13,KH-16630,TEC-AC-10001772
Standard Class,2019-12-18,2019-12-12,EC-14050,TEC-AC-10001314
Standard Class,2020-01-01,2019-12-25,LW-16825,TEC-AC-10002217
Standard Class,2020-01-01,2019-12-25,LW-16825,TEC-AC-10004353
Standard Class,2019-12-29,2019-12-25,TS-21655,TEC-AC-10001838
Standard Class,2019-12-31,2019-12-26,AR-10510,TEC-AC-10003280
Standard Class,2019-12-24,2019-12-20,SC-20800,TEC-AC-10002323
Standard Class,2019-12-08,2019-12-02,AS-10225,TEC-AC-10002942
Standard Class,2019-12-13,2019-12-09,LH-17155,TEC-AC-10001109
Standard Class,2019-12-12,2019-12-08,LH-16900,TEC-AC-10004877
Standard Class,2019-12-12,2019-12-08,LH-16900,TEC-AC-10002473
Standard Class,2019-12-17,2019-12-10,AP-10915,TEC-AC-10003038
Standard Class,2020-02-26,2020-02-21,DK-13090,TEC-AC-10002076
Standard Class,2020-02-27,2020-02-20,KM-16375,TEC-AC-10001114
Standard Class,2020-02-28,2020-02-24,ES-14080,TEC-AC-10003033
Standard Class,2020-03-10,2020-03-03,EP-13915,TEC-AC-10002926
Standard Class,2020-03-08,2020-03-02,MY-17380,TEC-AC-10000580
Standard Class,2020-02-14,2020-02-09,TP-21415,TEC-AC-10002402
Standard Class,2020-02-19,2020-02-13,FH-14350,TEC-AC-10001838
Standard Class,2020-03-12,2020-03-07,MG-17890,TEC-AC-10004510
Standard Class,2020-03-15,2020-03-11,PV-18985,TEC-AC-10001772
Standard Class,2020-03-13,2020-03-09,LW-16990,TEC-AC-10001908
Standard Class,2020-01-20,2020-01-14,HR-14770,TEC-AC-10001445
Standard Class,2020-01-20,2020-01-14,HR-14770,TEC-AC-10004469
Standard Class,2020-02-01,2020-01-28,CL-12700,TEC-AC-10002800
Standard Class,2020-01-27,2020-01-21,MH-18115,TEC-AC-10002049
Standard Class,2020-01-25,2020-01-21,DS-13030,TEC-AC-10003610
Standard Class,2020-01-27,2020-01-23,HP-14815,TEC-AC-10001874
Standard Class,2019-10-19,2019-10-13,HA-14920,TEC-AC-10002402
Standard Class,2019-10-03,2019-09-29,ML-17410,TEC-AC-10003399
Standard Class,2019-10-03,2019-09-29,JK-15730,TEC-AC-10000420
Standard Class,2019-10-25,2019-10-21,JF-15565,TEC-AC-10002323
Standard Class,2019-10-28,2019-10-24,ED-13885,TEC-AC-10000892
Standard Class,2019-10-19,2019-10-14,BE-11410,TEC-AC-10003033
Standard Class,2019-10-20,2019-10-14,NC-18415,TEC-AC-10002473
Standard Class,2019-10-18,2019-10-14,CP-12340,TEC-AC-10000865
Standard Class,2019-09-17,2019-09-12,AJ-10795,TEC-AC-10004877
Standard Class,2019-09-30,2019-09-25,SC-20695,TEC-AC-10001908
Standard Class,2019-10-01,2019-09-26,TN-21040,TEC-AC-10002637
Standard Class,2019-09-30,2019-09-26,SN-20710,TEC-AC-10003063
Standard Class,2019-09-23,2019-09-19,TP-21130,TEC-AC-10002926
Standard Class,2019-11-22,2019-11-18,PG-18820,TEC-AC-10002842
Standard Class,2019-11-22,2019-11-15,SC-20770,TEC-AC-10003832
Standard Class,2019-11-30,2019-11-24,SP-20860,TEC-AC-10000420
Standard Class,2019-11-30,2019-11-24,SP-20860,TEC-AC-10003033
Standard Class,2019-12-02,2019-11-25,CS-12505,TEC-AC-10000926
Standard Class,2019-11-29,2019-11-25,BB-11545,TEC-AC-10004518
Standard Class,2019-11-19,2019-11-12,MS-17710,TEC-AC-10003447
Standard Class,2019-11-24,2019-11-20,BM-11575,TEC-AC-10004803
Standard Class,2019-11-26,2019-11-21,RD-19720,TEC-AC-10003657
Standard Class,2019-11-27,2019-11-22,JE-15475,TEC-AC-10000387
Standard Class,2019-11-07,2019-11-03,JP-16135,TEC-AC-10000892
Standard Class,2019-11-09,2019-11-05,EP-13915,TEC-AC-10004001
Standard Class,2019-11-07,2019-11-01,XP-21865,TEC-AC-10002473
Standard Class,2019-11-09,2019-11-05,NP-18700,TEC-AC-10004420
Standard Class,2019-11-14,2019-11-10,MS-17770,TEC-AC-10004901
Standard Class,2019-11-14,2019-11-10,PP-18955,TEC-AC-10002550
Standard Class,2019-11-16,2019-11-11,EB-13750,TEC-AC-10002305
Standard Class,2019-11-17,2019-11-11,BB-11545,TEC-AC-10003280
Standard Class,2019-11-16,2019-11-11,BD-11770,TEC-AC-10003447
Standard Class,2019-11-12,2019-11-07,DM-13345,TEC-AC-10002800
Standard Class,2019-11-14,2019-11-09,PF-19165,TEC-AC-10002001
Standard Class,2019-11-13,2019-11-07,ML-17395,TEC-AC-10003911
First Class,2020-08-22,2020-08-21,PR-18880,TEC-PH-10004667
First Class,2020-11-19,2020-11-16,CC-12220,TEC-PH-10003171
First Class,2020-12-06,2020-12-05,PB-18805,TEC-PH-10000148
First Class,2020-12-10,2020-12-07,FP-14320,TEC-PH-10002496
Second Class,2020-02-13,2020-02-11,CS-11845,TEC-PH-10002923
First Class,2020-06-13,2020-06-10,MT-18070,TEC-PH-10001924
First Class,2020-02-20,2020-02-17,CK-12325,TEC-PH-10000526
First Class,2020-11-22,2020-11-20,CD-11920,TEC-PH-10001459
Second Class,2020-11-29,2020-11-25,EB-13750,TEC-PH-10004071
Second Class,2020-10-08,2020-10-05,PO-19195,TEC-PH-10003555
First Class,2020-12-04,2020-12-02,KM-16720,TEC-PH-10004977
Second Class,2020-02-28,2020-02-26,BT-11530,TEC-PH-10004447
Second Class,2020-09-13,2020-09-11,KH-16630,TEC-PH-10002564
Second Class,2020-11-12,2020-11-07,DB-13270,TEC-PH-10002468
First Class,2020-06-27,2020-06-26,TH-21550,TEC-PH-10002660
Second Class,2020-07-25,2020-07-21,AR-10825,TEC-PH-10002549
Same Day,2020-07-21,2020-07-21,SF-20200,TEC-PH-10004071
First Class,2020-07-07,2020-07-05,DK-12835,TEC-PH-10002293
Same Day,2020-07-03,2020-07-03,JK-15640,TEC-PH-10000702
First Class,2020-07-09,2020-07-07,RL-19615,TEC-PH-10001363
Second Class,2020-07-04,2020-06-30,GH-14410,TEC-PH-10002584
Second Class,2020-07-17,2020-07-13,MH-17455,TEC-PH-10003885
Second Class,2020-08-26,2020-08-23,PO-18850,TEC-PH-10001459
First Class,2020-08-30,2020-08-27,MR-17545,TEC-PH-10000455
First Class,2020-09-10,2020-09-07,PF-19225,TEC-PH-10002033
First Class,2020-09-08,2020-09-07,JM-16195,TEC-PH-10002807
First Class,2020-09-09,2020-09-08,FC-14245,TEC-PH-10001750
First Class,2020-09-05,2020-09-04,KB-16405,TEC-PH-10003589
First Class,2020-08-13,2020-08-11,SF-20965,TEC-PH-10001557
Second Class,2020-08-01,2020-07-29,AG-10675,TEC-PH-10003442
First Class,2020-08-04,2020-08-01,LH-16750,TEC-PH-10002660
First Class,2020-08-03,2020-08-01,AT-10735,TEC-PH-10003931
Same Day,2020-07-31,2020-07-31,KW-16435,TEC-PH-10003092
Second Class,2020-08-23,2020-08-18,NG-18355,TEC-PH-10002538
First Class,2020-04-25,2020-04-24,SV-20935,TEC-PH-10004614
First Class,2020-04-21,2020-04-20,BE-11455,TEC-PH-10004080
Same Day,2020-05-06,2020-05-06,MB-18085,TEC-PH-10004977
First Class,2020-03-26,2020-03-25,CV-12295,TEC-PH-10000141
First Class,2020-03-27,2020-03-26,GM-14440,TEC-PH-10004896
Second Class,2020-03-29,2020-03-27,LC-16870,TEC-PH-10004006
First Class,2020-03-27,2020-03-24,HR-14830,TEC-PH-10002624
First Class,2020-03-22,2020-03-19,ND-18370,TEC-PH-10000038
Same Day,2020-03-30,2020-03-30,TB-21400,TEC-PH-10002447
First Class,2020-04-05,2020-04-04,DS-13030,TEC-PH-10004006
Second Class,2020-04-02,2020-03-31,DB-12910,TEC-PH-10000526
Second Class,2020-04-02,2020-03-31,CM-12115,TEC-PH-10002549
First Class,2020-04-05,2020-04-04,DS-13030,TEC-PH-10002262
Second Class,2020-04-04,2020-04-01,BF-11020,TEC-PH-10004897
First Class,2020-06-10,2020-06-08,MG-17680,TEC-PH-10000307
Second Class,2020-06-10,2020-06-08,TH-21235,TEC-PH-10004042
First Class,2020-06-06,2020-06-05,AB-10105,TEC-PH-10001619
First Class,2020-06-03,2020-06-01,FH-14350,TEC-PH-10001700
Second Class,2020-06-21,2020-06-16,JE-15745,TEC-PH-10002085
First Class,2020-06-16,2020-06-13,SD-20485,TEC-PH-10002564
Second Class,2020-06-14,2020-06-12,SB-20205,TEC-PH-10002564
Second Class,2020-06-19,2020-06-15,KH-16690,TEC-PH-10001809
Second Class,2020-06-21,2020-06-16,JE-15745,TEC-PH-10001557
First Class,2020-05-15,2020-05-14,GT-14710,TEC-PH-10004071
First Class,2020-05-20,2020-05-18,AB-10105,TEC-PH-10002200
Second Class,2020-05-22,2020-05-18,PP-18955,TEC-PH-10003555
Second Class,2020-05-18,2020-05-15,JA-15970,TEC-PH-10002923
First Class,2020-05-19,2020-05-18,TB-21355,TEC-PH-10002350
First Class,2020-05-29,2020-05-27,JG-15160,TEC-PH-10004389
First Class,2020-05-19,2020-05-18,TB-21355,TEC-PH-10002185
Second Class,2020-11-29,2020-11-26,MN-17935,TEC-PH-10002310
Second Class,2020-11-26,2020-11-24,RS-19765,TEC-PH-10002807
Same Day,2020-11-21,2020-11-21,HZ-14950,TEC-PH-10003555
Second Class,2020-12-02,2020-11-30,PN-18775,TEC-PH-10002564
First Class,2020-11-16,2020-11-13,KB-16600,TEC-PH-10004389
Second Class,2020-11-17,2020-11-14,CK-12595,TEC-PH-10000011
Second Class,2020-11-16,2020-11-13,SP-20620,TEC-PH-10003988
Same Day,2020-11-12,2020-11-12,EM-14140,TEC-PH-10000347
Same Day,2020-11-12,2020-11-12,EM-14140,TEC-PH-10001459
First Class,2020-11-13,2020-11-11,PG-18820,TEC-PH-10004531
Same Day,2020-11-12,2020-11-12,NG-18355,TEC-PH-10002824
Same Day,2020-11-16,2020-11-16,CM-12190,TEC-PH-10002583
First Class,2020-11-20,2020-11-19,KD-16345,TEC-PH-10000376
Second Class,2020-11-24,2020-11-20,KH-16330,TEC-PH-10001363
First Class,2020-12-24,2020-12-22,SK-19990,TEC-PH-10003072
Same Day,2020-12-27,2020-12-27,DR-12880,TEC-PH-10000576
Second Class,2020-12-28,2020-12-23,MF-18250,TEC-PH-10003601
Second Class,2020-12-29,2020-12-25,MH-18115,TEC-PH-10002890
First Class,2020-12-11,2020-12-08,MJ-17740,TEC-PH-10001924
Second Class,2020-12-15,2020-12-10,SU-20665,TEC-PH-10000148
Second Class,2020-12-12,2020-12-10,AG-10330,TEC-PH-10003215
Same Day,2020-09-24,2020-09-24,BP-11095,TEC-PH-10001944
Same Day,2020-09-24,2020-09-24,BP-11095,TEC-PH-10000984
First Class,2020-09-24,2020-09-22,CA-12265,TEC-PH-10004977
Same Day,2020-09-11,2020-09-11,JF-15415,TEC-PH-10000127
First Class,2020-09-16,2020-09-14,RB-19705,TEC-PH-10004586
Second Class,2020-09-22,2020-09-17,SJ-20125,TEC-PH-10002415
First Class,2020-09-17,2020-09-15,DB-13060,TEC-PH-10004536
Second Class,2020-09-17,2020-09-15,CL-11890,TEC-PH-10000439
First Class,2020-10-29,2020-10-27,JM-15655,TEC-PH-10004100
Second Class,2020-10-30,2020-10-27,MA-17560,TEC-PH-10001536
First Class,2020-11-11,2020-11-10,AB-10600,TEC-PH-10002563
Second Class,2020-11-10,2020-11-05,CD-12280,TEC-PH-10001448
First Class,2020-11-05,2020-11-04,KL-16555,TEC-PH-10002483
Second Class,2020-11-10,2020-11-05,EM-13825,TEC-PH-10003012
Second Class,2020-10-19,2020-10-17,BF-11020,TEC-PH-10001700
Second Class,2020-10-28,2020-10-23,DM-13015,TEC-PH-10002824
First Class,2020-10-24,2020-10-22,TA-21385,TEC-PH-10003800
First Class,2020-10-24,2020-10-22,TA-21385,TEC-PH-10001494
First Class,2020-10-28,2020-10-27,JO-15145,TEC-PH-10003215
Same Day,2020-10-21,2020-10-21,SL-20155,TEC-PH-10000895
Same Day,2019-07-08,2019-07-08,ZD-21925,TEC-PH-10002824
Second Class,2019-07-10,2019-07-08,SC-20230,TEC-PH-10004345
Second Class,2019-07-16,2019-07-14,BM-11785,TEC-PH-10003437
First Class,2019-07-17,2019-07-14,ES-14080,TEC-PH-10002262
Second Class,2019-07-02,2019-06-28,RF-19735,TEC-PH-10001299
Same Day,2019-07-04,2019-07-04,RB-19465,TEC-PH-10002564
Same Day,2019-07-04,2019-07-04,RB-19465,TEC-PH-10001198
Second Class,2019-07-23,2019-07-20,PJ-19015,TEC-PH-10003589
First Class,2019-07-21,2019-07-19,TC-21535,TEC-PH-10002070
First Class,2019-07-26,2019-07-23,IL-15100,TEC-PH-10004100
Second Class,2019-06-29,2019-06-27,AC-10660,TEC-PH-10003484
Second Class,2019-07-22,2019-07-17,DK-13375,TEC-PH-10000148
First Class,2019-06-15,2019-06-12,SC-20725,TEC-PH-10003875
Second Class,2019-06-15,2019-06-13,SC-20050,TEC-PH-10003484
Second Class,2019-06-09,2019-06-04,KL-16645,TEC-PH-10000011
Second Class,2019-06-25,2019-06-23,RD-19900,TEC-PH-10003012
First Class,2019-09-05,2019-09-03,PK-18910,TEC-PH-10002496
First Class,2019-09-01,2019-08-30,PO-18850,TEC-PH-10003645
First Class,2019-09-07,2019-09-05,FW-14395,TEC-PH-10003988
Second Class,2019-09-14,2019-09-10,KT-16480,TEC-PH-10000895
First Class,2019-09-06,2019-09-05,TR-21325,TEC-PH-10003505
Second Class,2019-09-07,2019-09-05,DM-13015,TEC-PH-10002660
First Class,2019-08-12,2019-08-09,HA-14920,TEC-PH-10002350
Second Class,2019-08-06,2019-08-04,LC-16930,TEC-PH-10002275
Second Class,2019-07-28,2019-07-25,SH-19975,TEC-PH-10002262
Second Class,2019-08-04,2019-08-02,BF-11020,TEC-PH-10001918
Same Day,2019-08-01,2019-08-01,TS-21205,TEC-PH-10002885
Second Class,2019-09-01,2019-08-27,TB-21055,TEC-PH-10000011
Second Class,2019-08-20,2019-08-15,CY-12745,TEC-PH-10004896
First Class,2019-08-23,2019-08-20,DW-13480,TEC-PH-10004924
First Class,2019-03-16,2019-03-13,TW-21025,TEC-PH-10001254
Second Class,2019-03-15,2019-03-13,SC-20770,TEC-PH-10001494
First Class,2019-03-11,2019-03-10,KF-16285,TEC-PH-10002885
Second Class,2019-04-02,2019-03-31,CS-11950,TEC-PH-10002789
Second Class,2019-04-02,2019-03-29,ME-17320,TEC-PH-10001254
Second Class,2019-04-03,2019-04-01,RB-19360,TEC-PH-10002365
First Class,2019-04-05,2019-04-04,ME-17320,TEC-PH-10001448
Second Class,2019-03-19,2019-03-17,AC-10660,TEC-PH-10003800
Same Day,2019-03-17,2019-03-17,VM-21835,TEC-PH-10000673
Second Class,2019-03-22,2019-03-20,PB-19105,TEC-PH-10000004
Second Class,2019-03-08,2019-03-03,CC-12670,TEC-PH-10003171
Second Class,2019-01-07,2019-01-05,AJ-10795,TEC-PH-10002923
Second Class,2019-01-13,2019-01-11,DE-13255,TEC-PH-10000148
Same Day,2019-02-05,2019-02-05,PP-18955,TEC-PH-10003645
Same Day,2019-02-05,2019-02-05,PP-18955,TEC-PH-10000215
First Class,2019-02-13,2019-02-11,PB-19210,TEC-PH-10004897
Second Class,2019-02-11,2019-02-08,CH-12070,TEC-PH-10002624
Second Class,2019-02-10,2019-02-07,EB-13975,TEC-PH-10004094
First Class,2019-05-23,2019-05-21,LH-17155,TEC-PH-10003555
Same Day,2019-05-20,2019-05-20,JK-15730,TEC-PH-10001530
Second Class,2019-05-13,2019-05-10,CS-12400,TEC-PH-10001795
Second Class,2019-06-01,2019-05-29,RL-19615,TEC-PH-10000984
Same Day,2019-05-31,2019-05-30,AT-10735,TEC-PH-10002293
Second Class,2019-04-21,2019-04-17,BF-11170,TEC-PH-10003092
Second Class,2019-04-24,2019-04-19,JO-15280,TEC-PH-10004700
Second Class,2019-04-14,2019-04-09,SW-20350,TEC-PH-10002555
First Class,2019-05-01,2019-04-28,NB-18655,TEC-PH-10003012
Second Class,2019-04-29,2019-04-25,JL-15850,TEC-PH-10004614
First Class,2019-12-21,2019-12-18,AH-10120,TEC-PH-10004833
First Class,2019-12-20,2019-12-18,AY-10555,TEC-PH-10001552
Second Class,2019-12-13,2019-12-11,FM-14380,TEC-PH-10002103
Second Class,2019-12-16,2019-12-11,AR-10825,TEC-PH-10003273
First Class,2019-12-28,2019-12-25,GK-14620,TEC-PH-10002200
Second Class,2019-12-26,2019-12-23,LA-16780,TEC-PH-10004345
Second Class,2019-12-27,2019-12-24,PW-19030,TEC-PH-10001750
Second Class,2019-12-26,2019-12-23,LA-16780,TEC-PH-10004912
Second Class,2019-12-26,2019-12-23,LA-16780,TEC-PH-10004539
Second Class,2019-11-29,2019-11-27,CC-12670,TEC-PH-10002483
Second Class,2019-12-06,2019-12-01,EJ-14155,TEC-PH-10000193
Same Day,2019-12-01,2019-12-01,MV-18190,TEC-PH-10003811
Same Day,2019-11-30,2019-11-30,DB-13210,TEC-PH-10002890
Second Class,2019-12-12,2019-12-08,QJ-19255,TEC-PH-10003555
First Class,2019-12-10,2019-12-08,GH-14485,TEC-PH-10004977
Second Class,2019-12-07,2019-12-05,TP-21130,TEC-PH-10000560
First Class,2020-02-23,2020-02-20,HW-14935,TEC-PH-10001580
Second Class,2020-02-21,2020-02-18,CV-12805,TEC-PH-10001924
Second Class,2020-02-21,2020-02-17,LL-16840,TEC-PH-10003875
First Class,2020-02-19,2020-02-17,CR-12820,TEC-PH-10000038
Same Day,2020-03-13,2020-03-13,SU-20665,TEC-PH-10001527
First Class,2020-03-16,2020-03-13,FH-14275,TEC-PH-10004700
Second Class,2020-03-18,2020-03-13,BF-11215,TEC-PH-10004531
Second Class,2020-03-22,2020-03-17,DB-13405,TEC-PH-10000149
Same Day,2020-03-16,2020-03-16,SP-20920,TEC-PH-10004348
Second Class,2020-03-18,2020-03-16,VM-21685,TEC-PH-10004165
Second Class,2020-03-18,2020-03-16,MG-17650,TEC-PH-10003505
Second Class,2020-03-17,2020-03-14,BN-11470,TEC-PH-10000213
First Class,2020-01-15,2020-01-14,RB-19570,TEC-PH-10003655
Second Class,2020-01-24,2020-01-19,NS-18505,TEC-PH-10001817
First Class,2020-02-02,2020-01-30,SZ-20035,TEC-PH-10002275
First Class,2020-02-05,2020-02-02,DW-13585,TEC-PH-10002293
Second Class,2020-01-30,2020-01-27,JH-15820,TEC-PH-10003931
First Class,2019-10-12,2019-10-10,CC-12610,TEC-PH-10002583
First Class,2019-10-02,2019-10-01,CC-12220,TEC-PH-10000215
First Class,2019-10-28,2019-10-25,JS-15595,TEC-PH-10000984
Second Class,2019-10-21,2019-10-17,FC-14245,TEC-PH-10003072
First Class,2019-09-14,2019-09-11,TB-21625,TEC-PH-10003171
Second Class,2019-09-13,2019-09-11,GD-14590,TEC-PH-10004667
Same Day,2019-09-13,2019-09-12,PO-19180,TEC-PH-10001870
First Class,2019-11-18,2019-11-17,BG-11035,TEC-PH-10002350
First Class,2019-11-15,2019-11-12,DW-13480,TEC-PH-10004908
First Class,2019-11-28,2019-11-25,EP-13915,TEC-PH-10002564
Second Class,2019-11-25,2019-11-21,DM-13345,TEC-PH-10001580
First Class,2019-11-12,2019-11-10,AB-10015,TEC-PH-10000562
First Class,2019-11-09,2019-11-07,LW-17215,TEC-PH-10003811
First Class,2019-11-09,2019-11-07,LW-17215,TEC-PH-10000586
Standard Class,2020-07-23,2020-07-17,BE-11335,TEC-PH-10004536
Standard Class,2020-07-26,2020-07-21,SW-20350,TEC-PH-10004522
Standard Class,2020-09-07,2020-09-02,BE-11335,TEC-PH-10001494
Standard Class,2020-09-03,2020-08-28,KN-16705,TEC-PH-10000912
Standard Class,2020-08-12,2020-08-06,GM-14455,TEC-PH-10003601
Standard Class,2020-08-26,2020-08-20,TT-21460,TEC-PH-10003171
Standard Class,2020-04-11,2020-04-07,HR-14770,TEC-PH-10000576
Standard Class,2020-06-06,2020-06-02,AB-10255,TEC-PH-10000347
Standard Class,2020-06-03,2020-05-30,MG-17890,TEC-PH-10001619
Standard Class,2020-06-02,2020-05-27,DW-13480,TEC-PH-10002834
Standard Class,2020-12-01,2020-11-26,TT-21460,TEC-PH-10001819
Standard Class,2020-12-01,2020-11-26,TT-21460,TEC-PH-10002624
Standard Class,2020-12-05,2020-12-01,EH-14005,TEC-PH-10000923
Standard Class,2020-12-04,2020-11-30,VP-21730,TEC-PH-10001468
Standard Class,2020-11-18,2020-11-12,LS-16975,TEC-PH-10004908
Standard Class,2020-12-20,2020-12-14,GM-14455,TEC-PH-10003095
Standard Class,2020-09-28,2020-09-24,MH-18115,TEC-PH-10002885
Standard Class,2020-09-29,2020-09-24,PP-18955,TEC-PH-10000526
Standard Class,2020-09-28,2020-09-24,KF-16285,TEC-PH-10003171
Standard Class,2020-10-07,2020-10-02,FG-14260,TEC-PH-10003800
Standard Class,2020-11-13,2020-11-09,PM-19135,TEC-PH-10004094
Standard Class,2020-10-11,2020-10-07,Dp-13240,TEC-PH-10004447
Standard Class,2020-10-16,2020-10-12,MG-17650,TEC-PH-10002085
Standard Class,2019-07-13,2019-07-07,CC-12100,TEC-PH-10002310
Standard Class,2019-09-04,2019-08-29,MO-17800,TEC-PH-10003442
Standard Class,2019-03-10,2019-03-06,JB-16045,TEC-PH-10002538
Standard Class,2019-03-10,2019-03-06,JB-16045,TEC-PH-10004586
Standard Class,2019-01-27,2019-01-22,BT-11530,TEC-PH-10004093
Standard Class,2019-04-10,2019-04-06,VM-21685,TEC-PH-10002555
Standard Class,2019-06-02,2019-05-28,TN-21040,TEC-PH-10001817
Standard Class,2019-06-04,2019-05-30,EM-14140,TEC-PH-10000441
Standard Class,2019-05-09,2019-05-05,RB-19465,TEC-PH-10001198
Standard Class,2019-12-18,2019-12-12,MG-17650,TEC-PH-10002103
Standard Class,2019-12-28,2019-12-23,FM-14290,TEC-PH-10002645
Standard Class,2019-12-08,2019-12-02,DB-13270,TEC-PH-10000441
Standard Class,2020-02-27,2020-02-20,KM-16375,TEC-PH-10004447
Standard Class,2020-02-22,2020-02-17,JK-16120,TEC-PH-10002789
Standard Class,2020-03-16,2020-03-11,MH-17290,TEC-PH-10002555
Standard Class,2020-03-14,2020-03-10,MH-18115,TEC-PH-10000149
Standard Class,2020-01-20,2020-01-14,HR-14770,TEC-PH-10000169
Standard Class,2020-01-27,2020-01-21,MH-18115,TEC-PH-10003601
Standard Class,2019-10-31,2019-10-24,CG-12040,TEC-PH-10001061
Standard Class,2019-10-21,2019-10-15,CD-12790,TEC-PH-10003442
Standard Class,2019-09-21,2019-09-17,SJ-20125,TEC-PH-10002085
Standard Class,2019-11-19,2019-11-13,CM-12655,TEC-PH-10002114
Standard Class,2019-11-05,2019-11-01,KM-16375,TEC-PH-10003988
Standard Class,2019-11-14,2019-11-10,PP-18955,TEC-PH-10000376
Standard Class,2020-06-20,2020-06-15,TS-21205,TEC-PH-10000560
Standard Class,2020-09-13,2020-09-09,SP-20620,TEC-PH-10002200
Standard Class,2020-06-20,2020-06-15,TS-21205,TEC-PH-10001051
Standard Class,2020-07-28,2020-07-22,FH-14365,TEC-PH-10000702
Standard Class,2020-09-06,2020-09-02,AC-10615,TEC-PH-10003885
